Time,U,V,W,U_initial,V_initial,W_initial,U Avg,V Avg,W Avg,Octant,Octant ID,1.0,-1.0,-3.0,-2.0,2.0,4.0,3.0,-4.0
156.27,-0.2265335350479063,4.291669524289796,1.0524222558413179,27.08,4.34,1.16,,,,2.0,,,,,,,,,
156.28,0.4434664649520954,2.971669524289797,0.4624222558413178,27.75,3.02,0.57,,,,1.0,,,,,,,,,
156.29,0.6434664649520947,1.6516695242897965,0.10242225584131784,27.95,1.7,0.21,,,,1.0,,,,,,,,,
156.3,0.843466464952094,-1.9083304757102035,-0.2575777441586822,28.15,-1.86,-0.15,,,,-4.0,,,,,,,,,
156.31,2.543466464952097,-2.3583304757102033,-0.3275777441586821,29.85,-2.31,-0.22,,,,-4.0,,,,,,,,,
156.32,4.253466464952094,-2.808330475710203,-0.40757774415868214,31.56,-2.76,-0.3,,,,-4.0,,,,,,,,,
156.33,4.613466464952097,1.9016695242897965,0.19242225584131784,31.92,1.95,0.3,,,,1.0,,,,,,,,,
156.34,4.9834664649520946,2.7916695242897966,-0.03757774415868215,32.29,2.84,0.07,,,,-1.0,,,,,,,,,
156.35,4.273466464952094,2.921669524289797,-0.6675777441586822,31.58,2.97,-0.56,,,,-1.0,,,,,,,,,
156.36,3.5734664649520944,3.0616695242897967,-1.3175777441586822,30.88,3.11,-1.21,,,,-1.0,,,,,,,,,
156.37,5.113466464952097,1.0416695242897966,-0.5375777441586822,32.42,1.09,-0.43,,,,-1.0,,,,,,,,,
156.38,5.513466464952096,0.6816695242897965,-0.7875777441586822,32.82,0.73,-0.68,,,,-1.0,,,,,,,,,
156.39,5.923466464952092,0.3216695242897966,-1.0375777441586822,33.23,0.37,-0.93,,,,-1.0,,,,,,,,,
156.4,5.563466464952093,2.1216695242897967,-1.7375777441586822,32.87,2.17,-1.63,,,,-1.0,,,,,,,,,
156.41,6.333466464952096,1.8816695242897965,-1.0175777441586822,33.64,1.93,-0.91,,,,-1.0,,,,,,,,,
156.42,5.603466464952092,0.011669524289796597,-2.027577744158682,32.91,0.06,-1.92,,,,-1.0,,,,,,,,,
156.43,4.883466464952093,-1.8883304757102035,-1.0675777441586822,32.19,-1.84,-0.96,,,,-4.0,,,,,,,,,
156.44,4.073466464952094,-4.358330475710203,-0.7975777441586821,31.38,-4.31,-0.69,,,,-4.0,,,,,,,,,
156.45,5.903466464952096,-4.468330475710204,0.02242225584131785,33.21,-4.42,0.13,,,,4.0,,,,,,,,,
156.46,3.333466464952096,-4.578330475710204,0.7624222558413178,30.64,-4.53,0.87,,,,4.0,,,,,,,,,
156.47,0.7734664649520937,-2.3383304757102032,1.502422255841318,28.08,-2.29,1.61,,,,4.0,,,,,,,,,
156.48,3.0134664649520957,-0.8683304757102034,1.862422255841318,30.32,-0.82,1.97,,,,4.0,,,,,,,,,
156.49,2.873466464952095,-0.28833047571020337,1.092422255841318,30.18,-0.24,1.2,,,,4.0,,,,,,,,,
156.5,4.9734664649520965,0.5216695242897965,0.09242225584131786,32.28,0.57,0.2,,,,1.0,,,,,,,,,
156.51,-0.666533535047904,-1.9683304757102034,-0.7075777441586821,26.64,-1.92,-0.6,,,,-3.0,,,,,,,,,
156.52,1.2434664649520961,-1.8283304757102035,0.10242225584131784,28.55,-1.78,0.21,,,,4.0,,,,,,,,,
156.53,3.1534664649520963,-1.6883304757102033,0.9224222558413179,30.46,-1.64,1.03,,,,4.0,,,,,,,,,
156.54,4.953466464952093,-0.4983304757102034,0.25242225584131783,32.26,-0.45,0.36,,,,4.0,,,,,,,,,
156.55,5.163466464952094,0.6816695242897965,-0.40757774415868214,32.47,0.73,-0.3,,,,-1.0,,,,,,,,,
156.56,5.383466464952093,0.6316695242897966,-0.15757774415868214,32.69,0.68,-0.05,,,,-1.0,,,,,,,,,
156.57,3.1034664649520955,-0.6483304757102034,-0.22757774415868215,30.41,-0.6,-0.12,,,,-4.0,,,,,,,,,
156.58,1.3834664649520967,-2.2283304757102034,-0.16757774415868215,28.69,-2.18,-0.06,,,,-4.0,,,,,,,,,
156.59,1.7334664649520946,0.5516695242897965,0.27242225584131785,29.04,0.6,0.38,,,,1.0,,,,,,,,,
156.6,0.0634664649520964,-1.3383304757102035,0.7824222558413179,27.37,-1.29,0.89,,,,4.0,,,,,,,,,
156.61,2.923466464952096,-0.9783304757102035,2.1824222558413178,30.23,-0.93,2.29,,,,4.0,,,,,,,,,
156.62,5.393466464952098,0.9116695242897965,2.282422255841318,32.7,0.96,2.39,,,,1.0,,,,,,,,,
156.63,3.963466464952095,2.801669524289797,2.382422255841318,31.27,2.85,2.49,,,,1.0,,,,,,,,,
156.64,2.543466464952097,1.3216695242897967,-0.9275777441586821,29.85,1.37,-0.82,,,,-1.0,,,,,,,,,
156.65,2.4734664649520965,-0.5583304757102034,-1.7175777441586821,29.78,-0.51,-1.61,,,,-4.0,,,,,,,,,
156.66,1.2734664649520937,0.10166952428979659,-1.327577744158682,28.58,0.15,-1.22,,,,-1.0,,,,,,,,,
156.67,2.1534664649520963,-3.598330475710203,-2.197577744158682,29.46,-3.55,-2.09,,,,-4.0,,,,,,,,,
156.68,4.213466464952095,-1.1583304757102035,-1.1875777441586823,31.52,-1.11,-1.08,,,,-4.0,,,,,,,,,
156.69,4.143466464952095,-1.1383304757102035,-1.3975777441586823,31.45,-1.09,-1.29,,,,-4.0,,,,,,,,,
156.7,5.323466464952098,-1.6883304757102033,-1.4875777441586822,32.63,-1.64,-1.38,,,,-4.0,,,,,,,,,
156.71,5.7334664649520946,-2.2483304757102034,-1.5875777441586822,33.04,-2.2,-1.48,,,,-4.0,,,,,,,,,
156.72,6.163466464952094,-0.3283304757102034,-1.1475777441586823,33.47,-0.28,-1.04,,,,-4.0,,,,,,,,,
156.73,5.813466464952093,1.5816695242897965,-0.7075777441586821,33.12,1.63,-0.6,,,,-1.0,,,,,,,,,
156.74,5.7234664649520965,0.2216695242897966,-1.847577744158682,33.03,0.27,-1.74,,,,-1.0,,,,,,,,,
156.75,3.803466464952095,2.381669524289797,-1.9475777441586821,31.11,2.43,-1.84,,,,-1.0,,,,,,,,,
156.76,4.003466464952094,4.121669524289796,-1.4875777441586822,31.31,4.17,-1.38,,,,-1.0,,,,,,,,,
156.77,2.793466464952097,4.341669524289796,-1.2975777441586822,30.1,4.39,-1.19,,,,-1.0,,,,,,,,,
156.78,3.373466464952095,4.841669524289796,-1.1975777441586821,30.68,4.89,-1.09,,,,-1.0,,,,,,,,,
156.79,5.343466464952094,2.1816695242897968,-1.847577744158682,32.65,2.23,-1.74,,,,-1.0,,,,,,,,,
156.8,4.593466464952094,-2.7083304757102034,-1.3775777441586823,31.9,-2.66,-1.27,,,,-4.0,,,,,,,,,
156.81,4.9634664649520985,-0.2583304757102034,-1.6075777441586823,32.27,-0.21,-1.5,,,,-4.0,,,,,,,,,
156.82,2.333466464952096,1.7716695242897966,1.2224222558413178,29.64,1.82,1.33,,,,1.0,,,,,,,,,
156.83,3.6434664649520947,3.8116695242897967,-0.18757774415868217,30.95,3.86,-0.08,,,,-1.0,,,,,,,,,
156.84,5.573466464952098,2.3116695242897967,-0.7975777441586821,32.88,2.36,-0.69,,,,-1.0,,,,,,,,,
156.85,6.283466464952099,3.0816695242897967,-1.4175777441586823,33.59,3.13,-1.31,,,,-1.0,,,,,,,,,
156.86,6.573466464952098,3.8716695242897967,-0.34757774415868214,33.88,3.92,-0.24,,,,-1.0,,,,,,,,,
156.87,8.233466464952095,2.421669524289797,0.12242225584131786,35.54,2.47,0.23,,,,1.0,,,,,,,,,
156.88,9.053466464952095,0.6316695242897966,-2.197577744158682,36.36,0.68,-2.09,,,,-1.0,,,,,,,,,
156.89,8.833466464952096,3.4816695242897966,-2.3575777441586823,36.14,3.53,-2.25,,,,-1.0,,,,,,,,,
156.9,8.223466464952097,2.691669524289797,-2.3475777441586825,35.53,2.74,-2.24,,,,-1.0,,,,,,,,,
156.91,7.553466464952095,1.4616695242897966,-2.3375777441586822,34.86,1.51,-2.23,,,,-1.0,,,,,,,,,
156.92,7.173466464952092,1.1416695242897965,-2.3175777441586822,34.48,1.19,-2.21,,,,-1.0,,,,,,,,,
156.93,6.943466464952095,1.0916695242897965,-2.297577744158682,34.25,1.14,-2.19,,,,-1.0,,,,,,,,,
156.94,7.593466464952094,1.0416695242897966,-2.1075777441586823,34.9,1.09,-2.0,,,,-1.0,,,,,,,,,
156.95,8.693466464952095,0.1216695242897966,-2.1875777441586823,36.0,0.17,-2.08,,,,-1.0,,,,,,,,,
156.96,8.333466464952096,-0.7883304757102034,-2.2875777441586824,35.64,-0.74,-2.18,,,,-4.0,,,,,,,,,
156.97,8.253466464952098,0.28166952428979664,-2.407577744158682,35.56,0.33,-2.3,,,,-1.0,,,,,,,,,
156.98,8.313466464952093,0.6316695242897966,-2.217577744158682,35.62,0.68,-2.11,,,,-1.0,,,,,,,,,
156.99,7.9734664649520965,0.9816695242897966,-2.037577744158682,35.28,1.03,-1.93,,,,-1.0,,,,,,,,,
157.0,7.7334664649520946,-0.1983304757102034,-2.197577744158682,35.04,-0.15,-2.09,,,,-4.0,,,,,,,,,
157.01,7.2334664649520946,-2.368330475710203,-2.1675777441586823,34.54,-2.32,-2.06,,,,-4.0,,,,,,,,,
157.02,6.313466464952093,-4.168330475710204,-2.137577744158682,33.62,-4.12,-2.03,,,,-4.0,,,,,,,,,
157.03,5.413466464952094,-2.4983304757102034,-1.057577744158682,32.72,-2.45,-0.95,,,,-4.0,,,,,,,,,
157.04,6.283466464952099,-0.2683304757102034,-0.9975777441586822,33.59,-0.22,-0.89,,,,-4.0,,,,,,,,,
157.05,6.933466464952097,1.9516695242897966,-0.9375777441586821,34.24,2.0,-0.83,,,,-1.0,,,,,,,,,
157.06,6.373466464952095,2.2316695242897966,-1.3175777441586822,33.68,2.28,-1.21,,,,-1.0,,,,,,,,,
157.07,5.813466464952093,3.1016695242897967,-1.517577744158682,33.12,3.15,-1.41,,,,-1.0,,,,,,,,,
157.08,1.5734664649520944,0.8216695242897966,-0.18757774415868217,28.88,0.87,-0.08,,,,-1.0,,,,,,,,,
157.09,2.6934664649520954,2.781669524289797,-0.17757774415868216,30.0,2.83,-0.07,,,,-1.0,,,,,,,,,
157.1,4.4734664649520965,2.191669524289797,-0.8175777441586821,31.78,2.24,-0.71,,,,-1.0,,,,,,,,,
157.11,6.263466464952096,1.6116695242897965,-1.4575777441586824,33.57,1.66,-1.35,,,,-1.0,,,,,,,,,
157.12,5.4634664649520985,4.251669524289796,-2.1475777441586823,32.77,4.3,-2.04,,,,-1.0,,,,,,,,,
157.13,4.663466464952094,1.1916695242897966,-2.177577744158682,31.97,1.24,-2.07,,,,-1.0,,,,,,,,,
157.14,1.6334664649520967,-1.9883304757102034,-1.807577744158682,28.94,-1.94,-1.7,,,,-4.0,,,,,,,,,
157.15,0.6034664649520955,-1.6783304757102033,0.7024222558413179,27.91,-1.63,0.81,,,,4.0,,,,,,,,,
157.16,3.0334664649520953,1.0416695242897966,0.26242225584131784,30.34,1.09,0.37,,,,1.0,,,,,,,,,
157.17,5.4734664649520965,-0.6783304757102034,-0.45757774415868213,32.78,-0.63,-0.35,,,,-4.0,,,,,,,,,
157.18,4.143466464952095,3.901669524289797,-0.10757774415868215,31.45,3.95,0.0,,,,-1.0,,,,,,,,,
157.19,6.033466464952099,3.591669524289797,-0.8175777441586821,33.34,3.64,-0.71,,,,-1.0,,,,,,,,,
157.2,5.323466464952098,2.801669524289797,-1.077577744158682,32.63,2.85,-0.97,,,,-1.0,,,,,,,,,
157.21,4.093466464952094,2.821669524289797,-1.4775777441586824,31.4,2.87,-1.37,,,,-1.0,,,,,,,,,
157.22,3.203466464952097,2.451669524289797,-1.7575777441586822,30.51,2.5,-1.65,,,,-1.0,,,,,,,,,
157.23,4.863466464952097,2.0816695242897967,-1.637577744158682,32.17,2.13,-1.53,,,,-1.0,,,,,,,,,
157.24,4.393466464952095,1.7816695242897966,-1.6875777441586823,31.7,1.83,-1.58,,,,-1.0,,,,,,,,,
157.25,3.933466464952094,1.5016695242897966,-1.747577744158682,31.24,1.55,-1.64,,,,-1.0,,,,,,,,,
157.26,5.633466464952093,-0.21833047571020342,-1.7775777441586822,32.94,-0.17,-1.67,,,,-4.0,,,,,,,,,
157.27,6.283466464952099,-0.3883304757102034,-1.537577744158682,33.59,-0.34,-1.43,,,,-4.0,,,,,,,,,
157.28,5.593466464952094,0.001669524289796602,-1.307577744158682,32.9,0.05,-1.2,,,,-1.0,,,,,,,,,
157.29,4.903466464952096,0.3616695242897966,-1.4575777441586824,32.21,0.41,-1.35,,,,-1.0,,,,,,,,,
157.3,6.083466464952096,0.6016695242897966,-1.9375777441586823,33.39,0.65,-1.83,,,,-1.0,,,,,,,,,
157.31,4.433466464952094,2.441669524289797,-1.767577744158682,31.74,2.49,-1.66,,,,-1.0,,,,,,,,,
157.32,2.7834664649520953,2.261669524289797,-1.537577744158682,30.09,2.31,-1.43,,,,-1.0,,,,,,,,,
157.33,4.703466464952093,-0.8983304757102034,-1.0375777441586822,32.01,-0.85,-0.93,,,,-4.0,,,,,,,,,
157.34,6.053466464952095,0.6916695242897966,-0.5075777441586822,33.36,0.74,-0.4,,,,-1.0,,,,,,,,,
157.35,5.753466464952098,0.4416695242897966,-0.40757774415868214,33.06,0.49,-0.3,,,,-1.0,,,,,,,,,
157.36,5.453466464952093,-1.7283304757102034,-1.2375777441586822,32.76,-1.68,-1.13,,,,-4.0,,,,,,,,,
157.37,6.083466464952096,-1.2683304757102034,-1.0175777441586822,33.39,-1.22,-0.91,,,,-4.0,,,,,,,,,
157.38,2.6534664649520963,-2.008330475710203,-1.5675777441586822,29.96,-1.96,-1.46,,,,-4.0,,,,,,,,,
157.39,3.6934664649520954,1.9116695242897965,-0.7875777441586822,31.0,1.96,-0.68,,,,-1.0,,,,,,,,,
157.4,4.7334664649520946,0.8816695242897966,-1.177577744158682,32.04,0.93,-1.07,,,,-1.0,,,,,,,,,
157.41,4.083466464952096,-0.6583304757102034,-1.3175777441586822,31.39,-0.61,-1.21,,,,-4.0,,,,,,,,,
157.42,3.4434664649520954,-2.218330475710203,-1.4575777441586824,30.75,-2.17,-1.35,,,,-4.0,,,,,,,,,
157.43,-1.3165335350479062,1.0516695242897967,-0.8475777441586821,25.99,1.1,-0.74,,,,-2.0,,,,,,,,,
157.44,1.0734664649520944,1.2816695242897966,-0.12757774415868214,28.38,1.33,-0.02,,,,-1.0,,,,,,,,,
157.45,3.463466464952095,1.5116695242897966,0.5724222558413179,30.77,1.56,0.68,,,,1.0,,,,,,,,,
157.46,2.8534664649520955,-0.1483304757102034,-0.30757774415868216,30.16,-0.1,-0.2,,,,-4.0,,,,,,,,,
157.47,1.9934664649520961,1.3916695242897965,-0.03757774415868215,29.3,1.44,0.07,,,,-1.0,,,,,,,,,
157.48,1.1434664649520947,2.941669524289797,0.24242225584131782,28.45,2.99,0.35,,,,1.0,,,,,,,,,
157.49,4.093466464952094,1.9816695242897964,0.8524222558413178,31.4,2.03,0.96,,,,1.0,,,,,,,,,
157.5,2.873466464952095,0.7216695242897966,0.33242225584131785,30.18,0.77,0.44,,,,1.0,,,,,,,,,
157.51,3.2834664649520953,1.7116695242897966,-0.13757774415868215,30.59,1.76,-0.03,,,,-1.0,,,,,,,,,
157.52,2.8234664649520944,2.701669524289797,-0.08757774415868215,30.13,2.75,0.02,,,,-1.0,,,,,,,,,
157.53,1.8534664649520955,2.0816695242897967,-0.06757774415868215,29.16,2.13,0.04,,,,-1.0,,,,,,,,,
157.54,0.8934664649520947,1.4716695242897966,-0.047577744158682156,28.2,1.52,0.06,,,,-1.0,,,,,,,,,
157.55,1.953466464952097,-0.4783304757102034,-0.10757774415868215,29.26,-0.43,0.0,,,,-4.0,,,,,,,,,
157.56,4.023466464952094,2.111669524289797,-0.6975777441586821,31.33,2.16,-0.59,,,,-1.0,,,,,,,,,
157.57,2.5634664649520964,0.8216695242897966,-1.1475777441586823,29.87,0.87,-1.04,,,,-1.0,,,,,,,,,
157.58,-0.45653353504790317,0.9516695242897966,-0.6775777441586821,26.85,1.0,-0.57,,,,-2.0,,,,,,,,,
157.59,1.093466464952094,2.301669524289797,-0.8675777441586822,28.4,2.35,-0.76,,,,-1.0,,,,,,,,,
157.6,4.183466464952094,0.49166952428979666,-1.0675777441586822,31.49,0.54,-0.96,,,,-1.0,,,,,,,,,
157.61,2.6334664649520967,1.4016695242897965,-0.9675777441586821,29.94,1.45,-0.86,,,,-1.0,,,,,,,,,
157.62,3.373466464952095,3.981669524289797,-0.11757774415868215,30.68,4.03,-0.01,,,,-1.0,,,,,,,,,
157.63,4.123466464952095,5.791669524289796,-0.13757774415868215,31.43,5.84,-0.03,,,,-1.0,,,,,,,,,
157.64,0.12346646495209512,6.131669524289796,0.4624222558413178,27.43,6.18,0.57,,,,1.0,,,,,,,,,
157.65,2.123466464952095,2.7516695242897966,0.16242225584131786,29.43,2.8,0.27,,,,1.0,,,,,,,,,
157.66,0.17346646495209583,-0.6183304757102034,1.6424222558413177,27.48,-0.57,1.75,,,,4.0,,,,,,,,,
157.67,3.3834664649520967,-0.8283304757102035,0.18242225584131783,30.69,-0.78,0.29,,,,4.0,,,,,,,,,
157.68,1.343466464952094,0.41166952428979664,-0.047577744158682156,28.65,0.46,0.06,,,,-1.0,,,,,,,,,
157.69,-0.6865335350479036,1.6616695242897965,-0.2575777441586822,26.62,1.71,-0.15,,,,-2.0,,,,,,,,,
157.7,-0.9765335350479063,4.641669524289797,-0.29757774415868216,26.33,4.69,-0.19,,,,-2.0,,,,,,,,,
157.71,-0.14653353504790445,3.0816695242897967,-0.5875777441586821,27.16,3.13,-0.48,,,,-2.0,,,,,,,,,
157.72,-0.03653353504790502,4.621669524289796,0.5124222558413178,27.27,4.67,0.62,,,,2.0,,,,,,,,,
157.73,-0.5765335350479042,5.171669524289796,0.4924222558413178,26.73,5.22,0.6,,,,2.0,,,,,,,,,
157.74,2.9434664649520954,2.0216695242897966,-0.2575777441586822,30.25,2.07,-0.15,,,,-1.0,,,,,,,,,
157.75,0.05346646495209484,-1.1183304757102035,-1.3575777441586823,27.36,-1.07,-1.25,,,,-4.0,,,,,,,,,
157.76,-1.7565335350479039,-0.7583304757102034,0.6724222558413179,25.55,-0.71,0.78,,,,3.0,,,,,,,,,
157.77,-3.566533535047906,-0.9383304757102034,-0.33757774415868214,23.74,-0.89,-0.23,,,,-3.0,,,,,,,,,
157.78,-1.8165335350479062,0.6416695242897965,0.40242225584131786,25.49,0.69,0.51,,,,2.0,,,,,,,,,
157.79,-2.696533535047905,2.2316695242897966,1.152422255841318,24.61,2.28,1.26,,,,2.0,,,,,,,,,
157.8,-3.2665335350479054,1.3516695242897965,1.4124222558413178,24.04,1.4,1.52,,,,2.0,,,,,,,,,
157.81,0.013466464952095691,1.3916695242897965,1.9724222558413178,27.32,1.44,2.08,,,,1.0,,,,,,,,,
157.82,1.593466464952094,3.0016695242897966,2.072422255841318,28.9,3.05,2.18,,,,1.0,,,,,,,,,
157.83,4.933466464952097,1.5416695242897966,0.9924222558413179,32.24,1.59,1.1,,,,1.0,,,,,,,,,
157.84,4.493466464952096,-0.34833047571020337,0.35242225584131787,31.8,-0.3,0.46,,,,4.0,,,,,,,,,
157.85,4.443466464952095,-0.7183304757102035,-0.33757774415868214,31.75,-0.67,-0.23,,,,-4.0,,,,,,,,,
157.86,4.393466464952095,-1.0883304757102035,-1.0275777441586822,31.7,-1.04,-0.92,,,,-4.0,,,,,,,,,
157.87,3.543466464952097,-0.4283304757102034,-0.8075777441586821,30.85,-0.38,-0.7,,,,-4.0,,,,,,,,,
157.88,2.6934664649520954,0.23166952428979662,-0.5975777441586821,30.0,0.28,-0.49,,,,-1.0,,,,,,,,,
157.89,-0.4865335350479043,1.6016695242897965,1.112422255841318,26.82,1.65,1.22,,,,2.0,,,,,,,,,
157.9,3.753466464952094,4.621669524289796,1.132422255841318,31.06,4.67,1.24,,,,1.0,,,,,,,,,
157.91,4.343466464952094,4.291669524289796,1.2624222558413178,31.65,4.34,1.37,,,,1.0,,,,,,,,,
157.92,4.933466464952097,3.9616695242897966,0.06242225584131786,32.24,4.01,0.17,,,,1.0,,,,,,,,,
157.93,2.0634664649520964,3.921669524289797,0.5924222558413178,29.37,3.97,0.7,,,,1.0,,,,,,,,,
157.94,-0.34653353504790374,0.10166952428979659,1.442422255841318,26.96,0.15,1.55,,,,2.0,,,,,,,,,
157.95,-0.4865335350479043,3.0616695242897967,2.052422255841318,26.82,3.11,2.16,,,,2.0,,,,,,,,,
157.96,-0.6165335350479033,4.9416695242897966,2.4324222558413178,26.69,4.99,2.54,,,,2.0,,,,,,,,,
157.97,-0.1365335350479029,6.291669524289796,2.6924222558413176,27.17,6.34,2.8,,,,2.0,,,,,,,,,
157.98,0.35346646495209555,7.721669524289796,2.112422255841318,27.66,7.77,2.22,,,,1.0,,,,,,,,,
157.99,-2.3465335350479037,6.211669524289796,1.5324222558413179,24.96,6.26,1.64,,,,2.0,,,,,,,,,
158.0,-1.4465335350479052,4.711669524289796,1.462422255841318,25.86,4.76,1.57,,,,2.0,,,,,,,,,
158.01,-0.546533535047903,0.2716695242897966,1.402422255841318,26.76,0.32,1.51,,,,2.0,,,,,,,,,
158.02,-0.6465335350479045,3.321669524289797,1.7624222558413178,26.66,3.37,1.87,,,,2.0,,,,,,,,,
158.03,-1.1065335350479053,-0.6683304757102034,1.232422255841318,26.2,-0.62,1.34,,,,3.0,,,,,,,,,
158.04,-1.5665335350479062,-4.658330475710204,0.7024222558413179,25.74,-4.61,0.81,,,,3.0,,,,,,,,,
158.05,0.6034664649520955,-0.3683304757102034,0.5424222558413179,27.91,-0.32,0.65,,,,4.0,,,,,,,,,
158.06,3.1934664649520954,-0.8083304757102034,1.592422255841318,30.5,-0.76,1.7,,,,4.0,,,,,,,,,
158.07,1.8934664649520947,-0.5883304757102035,1.0624222558413177,29.2,-0.54,1.17,,,,4.0,,,,,,,,,
158.08,-0.006533535047903882,0.5016695242897966,1.632422255841318,27.3,0.55,1.74,,,,2.0,,,,,,,,,
158.09,-4.476533535047906,-3.4383304757102033,2.2124222558413176,22.83,-3.39,2.32,,,,3.0,,,,,,,,,
158.1,-2.506533535047904,-3.198330475710203,1.9324222558413178,24.8,-3.15,2.04,,,,3.0,,,,,,,,,
158.11,1.5034664649520941,-1.6883304757102033,2.0624222558413177,28.81,-1.64,2.17,,,,4.0,,,,,,,,,
158.12,0.713466464952095,-2.908330475710203,1.732422255841318,28.02,-2.86,1.84,,,,4.0,,,,,,,,,
158.13,1.3934664649520947,-3.948330475710203,1.092422255841318,28.7,-3.9,1.2,,,,4.0,,,,,,,,,
158.14,0.30346646495209484,-2.258330475710203,0.4924222558413178,27.61,-2.21,0.6,,,,4.0,,,,,,,,,
158.15,-0.7765335350479035,-0.5883304757102035,-0.10757774415868215,26.53,-0.54,0.0,,,,-3.0,,,,,,,,,
158.16,0.0634664649520964,-1.7583304757102034,-0.3875777441586822,27.37,-1.71,-0.28,,,,-4.0,,,,,,,,,
158.17,-0.3565335350479053,-2.928330475710203,-0.24757774415868217,26.95,-2.88,-0.14,,,,-3.0,,,,,,,,,
158.18,3.2634664649520957,-1.1983304757102033,-1.1975777441586821,30.57,-1.15,-1.09,,,,-4.0,,,,,,,,,
158.19,1.4434664649520954,-2.058330475710203,-0.7175777441586821,28.75,-2.01,-0.61,,,,-4.0,,,,,,,,,
158.2,-4.106533535047905,-1.4683304757102034,-1.2575777441586822,23.2,-1.42,-1.15,,,,-3.0,,,,,,,,,
158.21,-1.8965335350479045,-1.7483304757102034,-0.42757774415868216,25.41,-1.7,-0.32,,,,-3.0,,,,,,,,,
158.22,-2.886533535047903,-3.9783304757102034,0.14242225584131785,24.42,-3.93,0.25,,,,3.0,,,,,,,,,
158.23,-3.8665335350479033,-2.968330475710203,0.7124222558413178,23.44,-2.92,0.82,,,,3.0,,,,,,,,,
158.24,-2.246533535047906,-1.9683304757102034,0.5224222558413179,25.06,-1.92,0.63,,,,3.0,,,,,,,,,
158.25,-2.2665335350479054,-0.7083304757102035,0.40242225584131786,25.04,-0.66,0.51,,,,3.0,,,,,,,,,
158.26,-2.566533535047906,-0.9183304757102034,-0.5375777441586822,24.74,-0.87,-0.43,,,,-3.0,,,,,,,,,
158.27,-5.386533535047903,-2.298330475710203,0.08242225584131785,21.92,-2.25,0.19,,,,3.0,,,,,,,,,
158.28,-5.996533535047906,-0.5683304757102035,1.842422255841318,21.31,-0.52,1.95,,,,3.0,,,,,,,,,
158.29,-2.0565335350479046,-1.4283304757102033,0.9624222558413179,25.25,-1.38,1.07,,,,3.0,,,,,,,,,
158.3,1.9034664649520963,-3.558330475710203,1.712422255841318,29.21,-3.51,1.82,,,,4.0,,,,,,,,,
158.31,-2.3565335350479053,-2.488330475710203,1.3324222558413177,24.95,-2.44,1.44,,,,3.0,,,,,,,,,
158.32,-3.6165335350479033,-3.1483304757102033,0.21242225584131785,23.69,-3.1,0.32,,,,3.0,,,,,,,,,
158.33,-3.946533535047905,-3.8183304757102032,0.41242225584131786,23.36,-3.77,0.52,,,,3.0,,,,,,,,,
158.34,-1.406533535047906,-2.888330475710203,0.24242225584131782,25.9,-2.84,0.35,,,,3.0,,,,,,,,,
158.35,-2.916533535047904,-1.8083304757102034,0.16242225584131786,24.39,-1.76,0.27,,,,3.0,,,,,,,,,
158.36,-2.996533535047906,-1.1783304757102033,0.41242225584131786,24.31,-1.13,0.52,,,,3.0,,,,,,,,,
158.37,-2.786533535047905,-3.798330475710203,0.7824222558413179,24.52,-3.75,0.89,,,,3.0,,,,,,,,,
158.38,1.213466464952095,0.8016695242897965,0.37242225584131783,28.52,0.85,0.48,,,,1.0,,,,,,,,,
158.39,-0.786533535047905,-1.4983304757102034,0.5724222558413179,26.52,-1.45,0.68,,,,3.0,,,,,,,,,
158.4,-0.7065335350479032,0.8916695242897965,1.632422255841318,26.6,0.94,1.74,,,,2.0,,,,,,,,,
158.41,1.5234664649520937,1.4716695242897966,1.752422255841318,28.83,1.52,1.86,,,,1.0,,,,,,,,,
158.42,-0.9565335350479032,3.2316695242897966,1.6024222558413177,26.35,3.28,1.71,,,,2.0,,,,,,,,,
158.43,-1.4565335350479032,2.1216695242897967,1.9824222558413176,25.85,2.17,2.09,,,,2.0,,,,,,,,,
158.44,-0.8265335350479042,2.6016695242897967,1.2024222558413178,26.48,2.65,1.31,,,,2.0,,,,,,,,,
158.45,-1.9765335350479063,0.1516695242897966,0.6724222558413179,25.33,0.2,0.78,,,,2.0,,,,,,,,,
158.46,1.6634664649520943,-3.6683304757102033,0.35242225584131787,28.97,-3.62,0.46,,,,4.0,,,,,,,,,
158.47,0.08346646495209598,-2.118330475710203,-0.13757774415868215,27.39,-2.07,-0.03,,,,-4.0,,,,,,,,,
158.48,-3.406533535047906,-0.5983304757102035,-0.34757774415868214,23.9,-0.55,-0.24,,,,-3.0,,,,,,,,,
158.49,-2.5865335350479057,3.261669524289797,0.4824222558413178,24.72,3.31,0.59,,,,2.0,,,,,,,,,
158.5,-4.796533535047903,3.8916695242897967,0.5724222558413179,22.51,3.94,0.68,,,,2.0,,,,,,,,,
158.51,-1.7465335350479059,0.3016695242897966,0.40242225584131786,25.56,0.35,0.51,,,,2.0,,,,,,,,,
158.52,-0.3765335350479049,-0.5083304757102034,0.21242225584131785,26.93,-0.46,0.32,,,,3.0,,,,,,,,,
158.53,-1.0765335350479042,-1.5783304757102035,0.06242225584131786,26.23,-1.53,0.17,,,,3.0,,,,,,,,,
158.54,-1.2665335350479054,0.1516695242897966,0.3024222558413178,26.04,0.2,0.41,,,,2.0,,,,,,,,,
